array_type,size,algorithm,threshold,time_ms
almost_sorted,76500,standard,0,109708
random,76500,hybrid,5,45106
reversed,76500,hybrid,5,36317
almost_sorted,76500,hybrid,5,41685
random,76500,hybrid,10,37986
reversed,76500,hybrid,10,28034
almost_sorted,76500,hybrid,10,28665
random,76500,hybrid,20,31757
reversed,76500,hybrid,20,25382
almost_sorted,76500,hybrid,20,22479
random,76500,hybrid,30,35504
reversed,76500,hybrid,30,25758
almost_sorted,76500,hybrid,30,21888
random,76500,hybrid,50,35023
reversed,76500,hybrid,50,29949
almost_sorted,76500,hybrid,50,18839
random,76600,standard,0,114990
reversed,76600,standard,0,101322
almost_sorted,76600,standard,0,108812
random,76600,hybrid,5,47997
reversed,76600,hybrid,5,44216
almost_sorted,76600,hybrid,5,37048
random,76600,hybrid,10,40644
reversed,76600,hybrid,10,28476
almost_sorted,76600,hybrid,10,27691
random,76600,hybrid,20,33610
reversed,76600,hybrid,20,23962
almost_sorted,76600,hybrid,20,21972
random,76600,hybrid,30,31546
reversed,76600,hybrid,30,25724
almost_sorted,76600,hybrid,30,23023
random,76600,hybrid,50,31785
reversed,76600,hybrid,50,26979
almost_sorted,76600,hybrid,50,18664
random,76700,standard,0,114581
reversed,76700,standard,0,104719
almost_sorted,76700,standard,0,104098
random,76700,hybrid,5,45406
reversed,76700,hybrid,5,37081
almost_sorted,76700,hybrid,5,38265
random,76700,hybrid,10,36235
reversed,76700,hybrid,10,27932
almost_sorted,76700,hybrid,10,31592
random,76700,hybrid,20,31601
reversed,76700,hybrid,20,25073
almost_sorted,76700,hybrid,20,22380
random,76700,hybrid,30,32754
reversed,76700,hybrid,30,24731
almost_sorted,76700,hybrid,30,23171
random,76700,hybrid,50,33328
reversed,76700,hybrid,50,27247
almost_sorted,76700,hybrid,50,19164
random,76800,standard,0,108719
reversed,76800,standard,0,100258
almost_sorted,76800,standard,0,101979
random,76800,hybrid,5,50759
reversed,76800,hybrid,5,36903
almost_sorted,76800,hybrid,5,37290
random,76800,hybrid,10,38555
reversed,76800,hybrid,10,28710
almost_sorted,76800,hybrid,10,28239
random,76800,hybrid,20,33706
reversed,76800,hybrid,20,25375
almost_sorted,76800,hybrid,20,22267
random,76800,hybrid,30,31952
reversed,76800,hybrid,30,29009
almost_sorted,76800,hybrid,30,22945
random,76800,hybrid,50,31754
reversed,76800,hybrid,50,28961
almost_sorted,76800,hybrid,50,19909
random,76900,standard,0,114271
reversed,76900,standard,0,104757
almost_sorted,76900,standard,0,105047
random,76900,hybrid,5,46513
reversed,76900,hybrid,5,39908
almost_sorted,76900,hybrid,5,37000
random,76900,hybrid,10,39042
reversed,76900,hybrid,10,31923
almost_sorted,76900,hybrid,10,29066
random,76900,hybrid,20,33883
reversed,76900,hybrid,20,30565
almost_sorted,76900,hybrid,20,24145
random,76900,hybrid,30,32665
reversed,76900,hybrid,30,24623
almost_sorted,76900,hybrid,30,22411
random,76900,hybrid,50,32260
reversed,76900,hybrid,50,27104
almost_sorted,76900,hybrid,50,21007
random,77000,standard,0,112748
reversed,77000,standard,0,106681
almost_sorted,77000,standard,0,102903
random,77000,hybrid,5,45239
reversed,77000,hybrid,5,37277
almost_sorted,77000,hybrid,5,38544
random,77000,hybrid,10,36064
reversed,77000,hybrid,10,28299
almost_sorted,77000,hybrid,10,28811
random,77000,hybrid,20,36372
reversed,77000,hybrid,20,26564
almost_sorted,77000,hybrid,20,28654
random,77000,hybrid,30,32266
reversed,77000,hybrid,30,24226
almost_sorted,77000,hybrid,30,22309
random,77000,hybrid,50,33797
reversed,77000,hybrid,50,27162
almost_sorted,77000,hybrid,50,19869
random,77100,standard,0,112055
reversed,77100,standard,0,100838
almost_sorted,77100,standard,0,102171
random,77100,hybrid,5,50038
reversed,77100,hybrid,5,36782
almost_sorted,77100,hybrid,5,42453
random,77100,hybrid,10,36561
reversed,77100,hybrid,10,28650
almost_sorted,77100,hybrid,10,28462
random,77100,hybrid,20,32109
reversed,77100,hybrid,20,27634
almost_sorted,77100,hybrid,20,23443
random,77100,hybrid,30,34756
reversed,77100,hybrid,30,24614
almost_sorted,77100,hybrid,30,22853
random,77100,hybrid,50,32003
reversed,77100,hybrid,50,29053
almost_sorted,77100,hybrid,50,20118
random,77200,standard,0,118018
reversed,77200,standard,0,103040
almost_sorted,77200,standard,0,104669
random,77200,hybrid,5,46859
reversed,77200,hybrid,5,38653
almost_sorted,77200,hybrid,5,37363
random,77200,hybrid,10,38770
reversed,77200,hybrid,10,28253
almost_sorted,77200,hybrid,10,28289
random,77200,hybrid,20,33020
reversed,77200,hybrid,20,24937
almost_sorted,77200,hybrid,20,23218
random,77200,hybrid,30,36341
reversed,77200,hybrid,30,27646
almost_sorted,77200,hybrid,30,25603
random,77200,hybrid,50,33013
reversed,77200,hybrid,50,28208
almost_sorted,77200,hybrid,50,20453
random,77300,standard,0,114543
reversed,77300,standard,0,104457
almost_sorted,77300,standard,0,109107
random,77300,hybrid,5,45269
reversed,77300,hybrid,5,41316
almost_sorted,77300,hybrid,5,37445
random,77300,hybrid,10,37108
reversed,77300,hybrid,10,32150
almost_sorted,77300,hybrid,10,27886
random,77300,hybrid,20,32339
reversed,77300,hybrid,20,25871
almost_sorted,77300,hybrid,20,22248
random,77300,hybrid,30,32350
reversed,77300,hybrid,30,24321
almost_sorted,77300,hybrid,30,26409
random,77300,hybrid,50,31995
reversed,77300,hybrid,50,27782
almost_sorted,77300,hybrid,50,18869
random,77400,standard,0,112445
reversed,77400,standard,0,102730
almost_sorted,77400,standard,0,104369
random,77400,hybrid,5,47110
reversed,77400,hybrid,5,37101
almost_sorted,77400,hybrid,5,37242
random,77400,hybrid,10,37011
reversed,77400,hybrid,10,29296
almost_sorted,77400,hybrid,10,32464
random,77400,hybrid,20,32291
reversed,77400,hybrid,20,24704
almost_sorted,77400,hybrid,20,22845
random,77400,hybrid,30,35044
reversed,77400,hybrid,30,24601
almost_sorted,77400,hybrid,30,24488
random,77400,hybrid,50,36599
reversed,77400,hybrid,50,27829
almost_sorted,77400,hybrid,50,18494
random,77500,standard,0,110660
reversed,77500,standard,0,101916
almost_sorted,77500,standard,0,108603
random,77500,hybrid,5,51779
reversed,77500,hybrid,5,39023
almost_sorted,77500,hybrid,5,39172
random,77500,hybrid,10,36815
reversed,77500,hybrid,10,31228
almost_sorted,77500,hybrid,10,28608
random,77500,hybrid,20,33591
reversed,77500,hybrid,20,24621
almost_sorted,77500,hybrid,20,22293
random,77500,hybrid,30,32028
reversed,77500,hybrid,30,24673
almost_sorted,77500,hybrid,30,22630
random,77500,hybrid,50,33473
reversed,77500,hybrid,50,30005
almost_sorted,77500,hybrid,50,19003
random,77600,standard,0,121279
reversed,77600,standard,0,112625
almost_sorted,77600,standard,0,100771
random,77600,hybrid,5,46769
reversed,77600,hybrid,5,37008
almost_sorted,77600,hybrid,5,37129
random,77600,hybrid,10,39678
reversed,77600,hybrid,10,28771
almost_sorted,77600,hybrid,10,29058
random,77600,hybrid,20,37026
reversed,77600,hybrid,20,26169
almost_sorted,77600,hybrid,20,22540
random,77600,hybrid,30,34354
reversed,77600,hybrid,30,25145
almost_sorted,77600,hybrid,30,25050
random,77600,hybrid,50,31920
reversed,77600,hybrid,50,31186
almost_sorted,77600,hybrid,50,21007
random,77700,standard,0,110661
reversed,77700,standard,0,102277
almost_sorted,77700,standard,0,102156
random,77700,hybrid,5,47052
reversed,77700,hybrid,5,43941
almost_sorted,77700,hybrid,5,37392
random,77700,hybrid,10,36542
reversed,77700,hybrid,10,32187
almost_sorted,77700,hybrid,10,28113
random,77700,hybrid,20,33071
reversed,77700,hybrid,20,28716
almost_sorted,77700,hybrid,20,23116
random,77700,hybrid,30,34183
reversed,77700,hybrid,30,28071
almost_sorted,77700,hybrid,30,25493
random,77700,hybrid,50,33100
reversed,77700,hybrid,50,27325
almost_sorted,77700,hybrid,50,18655
random,77800,standard,0,118169
reversed,77800,standard,0,103688
almost_sorted,77800,standard,0,105661
random,77800,hybrid,5,45651
reversed,77800,hybrid,5,36735
almost_sorted,77800,hybrid,5,41070
random,77800,hybrid,10,36374
reversed,77800,hybrid,10,28535
almost_sorted,77800,hybrid,10,30233
random,77800,hybrid,20,32426
reversed,77800,hybrid,20,24153
almost_sorted,77800,hybrid,20,24234
random,77800,hybrid,30,36461
reversed,77800,hybrid,30,25020
almost_sorted,77800,hybrid,30,22283
random,77800,hybrid,50,32069
reversed,77800,hybrid,50,27388
almost_sorted,77800,hybrid,50,19593
random,77900,standard,0,117467
reversed,77900,standard,0,101990
almost_sorted,77900,standard,0,101328
random,77900,hybrid,5,46802
reversed,77900,hybrid,5,41932
almost_sorted,77900,hybrid,5,43596
random,77900,hybrid,10,37965
reversed,77900,hybrid,10,28096
almost_sorted,77900,hybrid,10,28234
random,77900,hybrid,20,35324
reversed,77900,hybrid,20,25156
almost_sorted,77900,hybrid,20,23075
random,77900,hybrid,30,33674
reversed,77900,hybrid,30,27818
almost_sorted,77900,hybrid,30,22787
random,77900,hybrid,50,32112
reversed,77900,hybrid,50,27674
almost_sorted,77900,hybrid,50,22084
random,78000,standard,0,122553
reversed,78000,standard,0,105719
almost_sorted,78000,standard,0,109303
random,78000,hybrid,5,47752
reversed,78000,hybrid,5,37259
almost_sorted,78000,hybrid,5,37192
random,78000,hybrid,10,38136
reversed,78000,hybrid,10,28053
almost_sorted,78000,hybrid,10,27765
random,78000,hybrid,20,32773
reversed,78000,hybrid,20,25672
almost_sorted,78000,hybrid,20,23674
random,78000,hybrid,30,35776
reversed,78000,hybrid,30,29888
almost_sorted,78000,hybrid,30,22650
random,78000,hybrid,50,32579
reversed,78000,hybrid,50,28225
almost_sorted,78000,hybrid,50,21021
random,78100,standard,0,118968
reversed,78100,standard,0,104255
almost_sorted,78100,standard,0,113006
random,78100,hybrid,5,47337
reversed,78100,hybrid,5,37164
almost_sorted,78100,hybrid,5,36979
random,78100,hybrid,10,38615
reversed,78100,hybrid,10,31711
almost_sorted,78100,hybrid,10,28041
random,78100,hybrid,20,32183
reversed,78100,hybrid,20,26286
almost_sorted,78100,hybrid,20,23773
random,78100,hybrid,30,32747
reversed,78100,hybrid,30,24612
almost_sorted,78100,hybrid,30,24183
random,78100,hybrid,50,32283
reversed,78100,hybrid,50,27667
almost_sorted,78100,hybrid,50,19318
random,78200,standard,0,115208
reversed,78200,standard,0,109224
almost_sorted,78200,standard,0,102461
random,78200,hybrid,5,48626
reversed,78200,hybrid,5,38215
almost_sorted,78200,hybrid,5,39458
random,78200,hybrid,10,42983
reversed,78200,hybrid,10,29973
almost_sorted,78200,hybrid,10,36830
random,78200,hybrid,20,32642
reversed,78200,hybrid,20,27009
almost_sorted,78200,hybrid,20,22220
random,78200,hybrid,30,35722
reversed,78200,hybrid,30,24333
almost_sorted,78200,hybrid,30,22558
random,78200,hybrid,50,37770
reversed,78200,hybrid,50,27815
almost_sorted,78200,hybrid,50,18564
random,78300,standard,0,111177
reversed,78300,standard,0,104449
almost_sorted,78300,standard,0,105275
random,78300,hybrid,5,54342
reversed,78300,hybrid,5,38544
almost_sorted,78300,hybrid,5,38952
random,78300,hybrid,10,37069
reversed,78300,hybrid,10,28521
almost_sorted,78300,hybrid,10,28157
random,78300,hybrid,20,36332
reversed,78300,hybrid,20,25385
almost_sorted,78300,hybrid,20,22766
random,78300,hybrid,30,37667
reversed,78300,hybrid,30,24858
almost_sorted,78300,hybrid,30,23909
random,78300,hybrid,50,32839
reversed,78300,hybrid,50,33756
almost_sorted,78300,hybrid,50,19245
random,78400,standard,0,119198
reversed,78400,standard,0,105639
almost_sorted,78400,standard,0,104904
random,78400,hybrid,5,45526
reversed,78400,hybrid,5,46902
almost_sorted,78400,hybrid,5,39847
random,78400,hybrid,10,38845
reversed,78400,hybrid,10,29232
almost_sorted,78400,hybrid,10,28802
random,78400,hybrid,20,40695
reversed,78400,hybrid,20,24508
almost_sorted,78400,hybrid,20,22974
random,78400,hybrid,30,33845
reversed,78400,hybrid,30,26050
almost_sorted,78400,hybrid,30,23544
random,78400,hybrid,50,32261
reversed,78400,hybrid,50,28285
almost_sorted,78400,hybrid,50,23235
random,78500,standard,0,111910
reversed,78500,standard,0,105919
almost_sorted,78500,standard,0,104569
random,78500,hybrid,5,46420
reversed,78500,hybrid,5,41118
almost_sorted,78500,hybrid,5,38870
random,78500,hybrid,10,39305
reversed,78500,hybrid,10,29829
almost_sorted,78500,hybrid,10,28412
random,78500,hybrid,20,35708
reversed,78500,hybrid,20,26771
almost_sorted,78500,hybrid,20,23120
random,78500,hybrid,30,32969
reversed,78500,hybrid,30,26623
almost_sorted,78500,hybrid,30,24652
random,78500,hybrid,50,32679
reversed,78500,hybrid,50,31018
almost_sorted,78500,hybrid,50,20562
random,78600,standard,0,119228
reversed,78600,standard,0,103661
almost_sorted,78600,standard,0,104773
random,78600,hybrid,5,48878
reversed,78600,hybrid,5,43839
almost_sorted,78600,hybrid,5,41604
random,78600,hybrid,10,36880
reversed,78600,hybrid,10,28786
almost_sorted,78600,hybrid,10,28321
random,78600,hybrid,20,34635
reversed,78600,hybrid,20,25551
almost_sorted,78600,hybrid,20,26634
random,78600,hybrid,30,32947
reversed,78600,hybrid,30,25001
almost_sorted,78600,hybrid,30,22384
random,78600,hybrid,50,33136
reversed,78600,hybrid,50,28327
almost_sorted,78600,hybrid,50,19344
random,78700,standard,0,121842
reversed,78700,standard,0,106984
almost_sorted,78700,standard,0,108921
random,78700,hybrid,5,48736
reversed,78700,hybrid,5,38523
almost_sorted,78700,hybrid,5,44217
random,78700,hybrid,10,36859
reversed,78700,hybrid,10,28602
almost_sorted,78700,hybrid,10,32730
random,78700,hybrid,20,32922
reversed,78700,hybrid,20,24789
almost_sorted,78700,hybrid,20,27892
random,78700,hybrid,30,36841
reversed,78700,hybrid,30,27380
almost_sorted,78700,hybrid,30,23193
random,78700,hybrid,50,32809
reversed,78700,hybrid,50,28049
almost_sorted,78700,hybrid,50,19403
random,78800,standard,0,118949
reversed,78800,standard,0,103853
almost_sorted,78800,standard,0,106289
random,78800,hybrid,5,46672
reversed,78800,hybrid,5,39107
almost_sorted,78800,hybrid,5,43908
random,78800,hybrid,10,36998
reversed,78800,hybrid,10,30885
almost_sorted,78800,hybrid,10,28338
random,78800,hybrid,20,32677
reversed,78800,hybrid,20,24954
almost_sorted,78800,hybrid,20,22476
random,78800,hybrid,30,35388
reversed,78800,hybrid,30,25045
almost_sorted,78800,hybrid,30,22977
random,78800,hybrid,50,32765
reversed,78800,hybrid,50,32177
almost_sorted,78800,hybrid,50,20376
random,78900,standard,0,119407
reversed,78900,standard,0,105023
almost_sorted,78900,standard,0,107981
random,78900,hybrid,5,46108
reversed,78900,hybrid,5,38350
almost_sorted,78900,hybrid,5,37607
random,78900,hybrid,10,39138
reversed,78900,hybrid,10,28744
almost_sorted,78900,hybrid,10,28354
random,78900,hybrid,20,32670
reversed,78900,hybrid,20,25293
almost_sorted,78900,hybrid,20,23151
random,78900,hybrid,30,35214
reversed,78900,hybrid,30,33374
almost_sorted,78900,hybrid,30,23214
random,78900,hybrid,50,32629
reversed,78900,hybrid,50,29138
almost_sorted,78900,hybrid,50,19613
random,79000,standard,0,116081
reversed,79000,standard,0,104730
almost_sorted,79000,standard,0,104070
random,79000,hybrid,5,45710
reversed,79000,hybrid,5,37424
almost_sorted,79000,hybrid,5,40451
random,79000,hybrid,10,39946
reversed,79000,hybrid,10,35688
almost_sorted,79000,hybrid,10,28073
random,79000,hybrid,20,33003
reversed,79000,hybrid,20,25125
almost_sorted,79000,hybrid,20,24893
random,79000,hybrid,30,33130
reversed,79000,hybrid,30,25410
almost_sorted,79000,hybrid,30,26454
random,79000,hybrid,50,33650
reversed,79000,hybrid,50,28120
almost_sorted,79000,hybrid,50,19515
random,79100,standard,0,120692
reversed,79100,standard,0,105878
almost_sorted,79100,standard,0,109347
random,79100,hybrid,5,46698
reversed,79100,hybrid,5,40038
almost_sorted,79100,hybrid,5,37459
random,79100,hybrid,10,37107
reversed,79100,hybrid,10,31881
almost_sorted,79100,hybrid,10,29688
random,79100,hybrid,20,33385
reversed,79100,hybrid,20,25352
almost_sorted,79100,hybrid,20,23236
random,79100,hybrid,30,32818
reversed,79100,hybrid,30,25207
almost_sorted,79100,hybrid,30,22846
random,79100,hybrid,50,38523
reversed,79100,hybrid,50,27814
almost_sorted,79100,hybrid,50,19565
random,79200,standard,0,112189
reversed,79200,standard,0,104806
almost_sorted,79200,standard,0,107891
random,79200,hybrid,5,52179
reversed,79200,hybrid,5,37562
almost_sorted,79200,hybrid,5,37569
random,79200,hybrid,10,38906
reversed,79200,hybrid,10,29302
almost_sorted,79200,hybrid,10,34907
random,79200,hybrid,20,39988
reversed,79200,hybrid,20,24962
almost_sorted,79200,hybrid,20,24916
random,79200,hybrid,30,34086
reversed,79200,hybrid,30,25000
almost_sorted,79200,hybrid,30,22892
random,79200,hybrid,50,34493
reversed,79200,hybrid,50,27798
almost_sorted,79200,hybrid,50,19548
random,79300,standard,0,116092
reversed,79300,standard,0,113199
almost_sorted,79300,standard,0,105898
random,79300,hybrid,5,50218
reversed,79300,hybrid,5,38743
almost_sorted,79300,hybrid,5,37767
random,79300,hybrid,10,37071
reversed,79300,hybrid,10,28563
almost_sorted,79300,hybrid,10,29563
random,79300,hybrid,20,34167
reversed,79300,hybrid,20,25756
almost_sorted,79300,hybrid,20,23194
random,79300,hybrid,30,35043
reversed,79300,hybrid,30,24800
almost_sorted,79300,hybrid,30,22744
random,79300,hybrid,50,39417
reversed,79300,hybrid,50,30780
almost_sorted,79300,hybrid,50,19881
random,79400,standard,0,114566
reversed,79400,standard,0,103081
almost_sorted,79400,standard,0,102841
random,79400,hybrid,5,53908
reversed,79400,hybrid,5,39247
almost_sorted,79400,hybrid,5,44146
random,79400,hybrid,10,39688
reversed,79400,hybrid,10,32079
almost_sorted,79400,hybrid,10,28656
random,79400,hybrid,20,37590
reversed,79400,hybrid,20,27230
almost_sorted,79400,hybrid,20,23385
random,79400,hybrid,30,41591
reversed,79400,hybrid,30,25117
almost_sorted,79400,hybrid,30,23218
random,79400,hybrid,50,35260
reversed,79400,hybrid,50,29818
